"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","wine_type","Year1"
"3758","Primitivo Puglia 2018","Italy","Puglia","Montecore",3.4,32,5.5,"tinto","2018"
"3759","Bordeaux 2019","France","Bordeaux","Château Roc de Levraut",3.7,32,6.5,"tinto","2019"
"3760","Garnacha de Arrayán 2015","Spain","Castilla y León","Arrayán",3.8,32,21.9,"tinto","2015"
"3761","Valpolicella Superiore 2017","Italy","Valpolicella","Torre d'Orti",4,32,22,"tinto","2017"
"3762","Pinotage 2015","South Africa","Paarl","Windmeul Kelder Cellar",3.7,32,8.5,"tinto","2015"
"3763","Lu Patri Nero d'Avola 2016","Italy","Sicilia","Baglio del Cristo di Campobello",4.1,32,21.63,"tinto","2016"
"3764","Montsant Auditori 2016","Spain","Montsant","Acustic Celler",4.2,32,45,"tinto","2016"
"3765","Domaine de Saint Pierre Cornas 2016","France","Cornas","Paul Jaboulet Aîné",4,32,81.58,"tinto","2016"
"3766","Vorderer Winklerberg Ihringen Spätburgunder GG 2015","Germany","Baden","Dr. Heger",4.1,32,50,"tinto","2015"
"3767","Lalande-de-Pomerol 2014","France","Lalande-de-Pomerol","La Sergue",4,32,27.29,"tinto","2014"
"3768","Basson Pinotage 2014","South Africa","Swartland","Cape of Good Hope",3.7,32,22.99,"tinto","2014"
"3769","Cenit 2013","Chile","Colchagua Valley","Caliterra",4.3,32,36.56,"tinto","2013"
"3770","Rouge 2017","France","Gard","Roc d'Anglade",4,32,38.89,"tinto","2017"
"3771","Barbera d'Alba Ciabot du Re 2010","Italy","Barbera d'Alba","Fratelli Revello",4.2,32,34.02,"tinto","2010"
"3772","Granato 2017","Italy","Vigneti delle Dolomiti","Foradori",3.8,32,45.84,"tinto","2017"
"3773","Bela Rex 2017","Austria","Mittelburgenland","Gesellmann",4,32,36.9,"tinto","2017"
"3774","Tilenus Envejecido en Roble Bierzo Mencia 2010","Spain","Bierzo","Estefanía",3.4,32,12.79,"tinto","2010"
"3775","Coppaia Chianti Colli Senesi 2014","Italy","Chianti Colli Senesi","Fattoria Casabianca",3,32,6.15,"tinto","2014"
"3776","Tempranillo 2016","Spain","Rioja","Roca Morino",3.2,32,5.75,"tinto","2016"
"3777","И 2017","Spain","Ribera del Duero","Baden Numen",4.1,32,17.06,"tinto","2017"
"3778","Sannazzaro Rosso del Molise 2016","Italy","Molise","Campi Valerio",4,32,16.08,"tinto","2016"
"3779","In Signo Leonis 2015","Austria","Burgenland","Heribert Bayer",4.2,32,35.09,"tinto","2015"
"3780","Kellermeister Privat Blauer Zweigelt Trocken 2018","Austria","Kremstal","Winzer Krems",3.9,32,9.99,"tinto","2018"
"3781","L'Hospitalet de Gazin Pomerol 2017","France","Pomerol","Château Gazin",3.9,32,36.56,"tinto","2017"
"3782","Cabernet Sauvignon 2018","Chile","Central Valley","Sierra Noble",3.8,32,4.25,"tinto","2018"
"3783","Grande Réserve 2017","France","Pays d'Oc","Devalbert",3.6,32,7.44,"tinto","2017"
"3784","Cabernet Sauvignon 2017","United States","Monterey","Craftwork",4.2,32,14.73,"tinto","2017"
"3785","Gran Reserva 1992","Spain","Ribera del Duero","Tinto Pesquera",4,32,95.29,"tinto","1992"
"3786","Rudhir Montepulciano d'Abruzzo 2015","Italy","Montepulciano d'Abruzzo","Jasci & Marchesani",4.1,32,17.95,"tinto","2015"
"3787","Pagliareto Vino Nobile di Montepulciano 2016","Italy","Vino Nobile di Montepulciano","Lunadoro",4,32,16.9,"tinto","2016"
"3788","Villányi Portugieser Nagytótfalu 2014","Hungary","Villány","Hummel",3.5,32,13.9,"tinto","2014"
"3789","Caselle Chianti Superiore 2016","Italy","Chianti","Montellori",3.7,32,12.25,"tinto","2016"
"3790","Clos Alzina Vinyes Velles (Old Vines) 2015","Spain","Priorat","Costers del Priorat",4,32,37.99,"tinto","2015"
"3791","Cabernet Franc 2016","Italy","Maremma Toscana","Poggio Argentiera",4,32,26.5,"tinto","2016"
"3792","Naturel 2018","Spain","Valencia","Los Frailes",3.6,32,10.95,"tinto","2018"
"3793","Sancerre Belle Dame 2016","France","Sancerre","Domaine Vacheron",4.2,32,49.9,"tinto","2016"
"3794","Castillo de Enguera Reserva 2015","Spain","Valencia","Finca Enguera",3.7,32,8.95,"tinto","2015"
"3795","Rebus Ruchè di Castagnole Monferrato 2016","Italy","Ruchè","Vinchio - Vaglio Serra",3.4,32,10.4,"tinto","2016"
"3796","Schafleiten St. Laurent 2013","Austria","Burgenland","Judith Beck",3.8,32,22.5,"tinto","2013"
"3797","Merlot 2018","Italy","Veneto","Castelforte",4,32,5.9,"tinto","2018"
"3798","Vino Nobile di Montepulciano 2014","Italy","Vino Nobile di Montepulciano","Boscarelli",3.9,32,20.9,"tinto","2014"
"3799","Gerações Colheita Seleccionada 2014","Portugal","Alentejano","Herdade Grande",4,32,14.9,"tinto","2014"
"3800","Lagrein 2017","Italy","Südtirol - Alto Adige","Peter Sölva",4.1,32,13.5,"tinto","2017"
"3801","Haut-Médoc 2014","France","Haut-Médoc","Château d'Aurilhac",3.7,32,12.9,"tinto","2014"
"3802","The Work of Time 2014","South Africa","Robertson","Springfield Estate",4.1,32,22.5,"tinto","2014"
"3803","Private Collection Cabernet Sauvignon 2015","South Africa","Stellenbosch","Saxenburg",3.8,32,18.9,"tinto","2015"
"3804","Valdehermoso Roble 2018","Spain","Ribera del Duero","Valderiz",3.7,32,8.95,"tinto","2018"
"3805","Terroir du Trias Bandol Rouge 2004","France","Bandol","Domaine de Terrebrune",4.1,32,79.9,"tinto","2004"
"3806","Negroamaro del Salento 2017","Italy","Salento","Cantine Lizzano",3.7,32,5.95,"tinto","2017"
"3807","Nero d'Avola 2015","Italy","Terre Siciliane","Maree d'Ione",3.9,32,5.95,"tinto","2015"
"3808","Reserva 2015","Spain","Rioja","Hacienda Grimon",4,32,17.5,"tinto","2015"
"3809","Solar de Libano Reserva 2014","Spain","Rioja","Bodegas Castillo de Sajazarra",3.6,32,13.9,"tinto","2014"
"3810","Naiv Kleine Fabrik Portugieser 2016","Germany","Rheinhessen","Michael Teschke",3.9,32,9.5,"tinto","2016"
"3811","Cannonau di Sardegna 2018","Italy","Cannonau di Sardegna","Antonella Corda",4,32,16.46,"tinto","2018"
"3812","Manteo Red Blend 2015","United States","Sonoma County","Virginia Dare",3.9,320,25.57,"tinto","2015"
"3813","Estate Malbec 2018","Argentina","Mendoza","Kaiken",3.7,320,7.3,"tinto","2018"
"3814","Garnacha de Fuego 2018","Spain","Calatayud","Breca",3.5,320,8.95,"tinto","2018"
"3815","Shiraz (1685 Series) 2017","South Africa","Coastal Region","Boschendal",3.9,320,16.85,"tinto","2017"
"3816","Brunello di Montalcino Montosoli 2013","Italy","Brunello di Montalcino","Altesino",4.4,320,63.92,"tinto","2013"
"3817","Cellar Selection Pinot Noir 2018","New Zealand","Marlborough","Villa Maria",3.9,320,15.89,"tinto","2018"
"3818","Baccarossa 2017","Italy","Lazio","Poggio le Volpi",4,320,15.9,"tinto","2017"
"3819","Cuvée du Vatican Réserve de l’Abbé Côtes du Rhône 2018","France","Côtes-du-Rhône","Château Sixtine",3.8,320,10.2,"tinto","2018"
"3820","Saint-Émilion Grand Cru (Grand Cru Classé) 2005","France","Saint-Émilion Grand Cru","Château La Couspaude",4.2,320,66.95,"tinto","2005"
"3821","Gevrey Chambertin 2014","France","Gevrey-Chambertin","Louis Jadot",3.8,321,57.22,"tinto","2014"
"3822","Margaux (Grand Cru Classé) 2016","France","Margaux","Château Prieuré-Lichine",4.1,321,49.95,"tinto","2016"
"3823","Shiraz Short Row 2016","Australia","McLaren Vale","Fox Creek",3.7,321,23.5,"tinto","2016"
"3824","Pinot Noir 2017","South Africa","Stellenbosch","Meerlust",3.8,321,23.29,"tinto","2017"
"3825","Cabernet Sauvignon 2017","South Africa","Franschhoek","La Motte Wine Estate",3.6,321,14.9,"tinto","2017"
"3826","Valley Oaks Zinfandel 2018","United States","California","Fetzer",4.1,3210,8.79,"tinto","2018"
"3827","Aglianico Rubrato 2018","Italy","Irpinia","Feudi di San Gregorio",3.5,322,10.94,"tinto","2018"
"3828","Pomerol 2005","France","Pomerol","Château Beauregard",4.3,322,69.95,"tinto","2005"
"3829","Pinot Noir 2016","New Zealand","Marlborough","Greywacke",4,322,29.5,"tinto","2016"
"3830","Nebbiolo d’alba 2015","Italy","Piemonte","Bruno Giacosa",3.8,322,29,"tinto","2015"
"3831","Rioja Reserva 2012","Spain","Rioja","Marqués de Cáceres",3.8,3222,13.95,"tinto","2012"
"3832","Eagle Peak Merlot 2016","United States","California","Fetzer",3.5,323,8.9,"tinto","2016"
"3833","Amarone della Valpolicella 2013","Italy","Amarone della Valpolicella","Corte Giona",3.9,323,23.39,"tinto","2013"
"3834","Reserva 2012","Spain","Rioja","Montecillo",3.8,323,13.48,"tinto","2012"
"3835","Pasionado Cuatro Cepas 2013","Argentina","Gualtallary","Andeluna",4.1,323,31.1,"tinto","2013"
"3836","Toscana Grifi 2012","Italy","Toscana","Avignonesi",4,323,55.15,"tinto","2012"
"3837","Rouge (Gaston Hochar) 2011","Lebanon","Bekaa Valley","Château Musar",4.2,3230,46.3,"tinto","2011"
"3838","Shiraz 2016","Australia","South Australia","Oxford Landing",3.5,324,8.78,"tinto","2016"
"3839","Pinot Noir 2018","United States","Los Carneros","Black Stallion",3.9,324,31.57,"tinto","2018"
"3840","Hillcot Merlot 2016","Australia","Barossa","Grant Burge",3.8,324,16.76,"tinto","2016"
"3841","Vintners Blend Old Vine Zinfandel 2017","United States","California","Ravenswood",3.2,324,9.49,"tinto","2017"
"3842","Châteauneuf-du-Pape 2017","France","Châteauneuf-du-Pape","Château de Beaucastel",4.3,324,73.11,"tinto","2017"
"3843","12 Meses en Barrica Tempranillo 2015","Spain","Ribera del Duero","Yllera",3.7,324,8.99,"tinto","2015"
"3844","Cabernet Sauvignon 2016","Israel","Galilee","Yarden",4.1,324,25.5,"tinto","2016"
"3845","La Groletta Valpolicella Ripasso 2016","Italy","Valpolicella Ripasso","Corte Giara",3.9,3246,13.16,"tinto","2016"
"3846","Palmenti Primitivo di Manduria Vigne Vecchie 2015","Italy","Primitivo di Manduria","Masseria Pietrosa",4.2,325,50.69,"tinto","2015"
"3847","HANDS OF TIME Red 2017","United States","Napa Valley","Stag's Leap Wine Cellars",4.1,325,39.5,"tinto","2017"
"3848","Poggio alle Mura Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Banfi",4.1,325,38.89,"tinto","2015"
"3849","Saboteur 2016","South Africa","Western Cape","Luddite",4.1,325,22.9,"tinto","2016"
"3850","Bramasole Syrah 2015","Italy","Cortona","La Braccesca",4.4,325,46,"tinto","2015"
"3851","Cabernet Sauvignon Riserva Campaner 2016","Italy","Trentino-Alto Adige","Cantina Kaltern",4,325,14.72,"tinto","2016"
"3852","Maestro 2015","United States","Napa Valley","Robert Mondavi",4.2,325,56.54,"tinto","2015"
"3853","Tannat (Grande Vindima) 2010","Brazil","Encruzilhada do Sul","Lidio Carraro",4,326,73.06,"tinto","2010"
"3854","Chianti Classico 2015","Italy","Chianti Classico","Rocca di Montegrossi",3.8,326,14.95,"tinto","2015"
"3855","Spezie Barbaresco Riserva 2008","Italy","Barbaresco","Vite Colte",4,326,26.9,"tinto","2008"
"3856","Crozes-Hermitage Rouge 2017","France","Crozes-Hermitage","Maison les Alexandrins",3.8,326,17.95,"tinto","2017"
"3857","Cabernet Sauvignon 50 Years 2016","United States","Columbia Valley","Chateau Ste. Michelle",3.9,326,14,"tinto","2016"
"3858","Capitel Nicalò Valpolicella Superiore 2016","Italy","Valpolicella","Tedeschi",3.8,326,11.9,"tinto","2016"
"3859","Bandol Rouge 2011","France","Bandol","Gros' Noré",4.1,326,49.9,"tinto","2011"
"3860","Médoc 2010","France","Médoc","Château d'Escurac",3.8,326,18.42,"tinto","2010"
"3861","Bordeaux Rouge 2015","France","Bordeaux","Château d'Haurets",3.7,326,8.25,"tinto","2015"
"3862","Lyndenhurst Cabernet Sauvignon 2014","United States","St. Helena","Spottswoode",4.2,326,75,"tinto","2014"
"3863","Cabernet Franc 2012","Argentina","Patagonia","Bodega del Fin del Mundo",4.1,326,31.59,"tinto","2012"
"3864","Rouge (Gaston Hochar) 2004","Lebanon","Bekaa Valley","Château Musar",4.2,3261,37.92,"tinto","2004"
"3865","Ribera del Duero Tinto 2015","Spain","Ribera del Duero","Cepa 21",3.9,3268,16.9,"tinto","2015"
"3866","Jungano Aglianico Paestum 2017","Italy","Paestum","San Salvatore",4.2,327,20.93,"tinto","2017"
"3867","Silver Series Shiraz 2017","Australia","South Eastern Australia","Tempus Two",3.6,327,8.41,"tinto","2017"
"3868","Rocca dei Mori Briacò Primitivo Salento Rosso 2016","Italy","Salento","Apollonio",3.8,327,7.9,"tinto","2016"
"3869","Countacc! 2015","Italy","Monferrato","Michele Chiarlo",3.7,327,24.86,"tinto","2015"
"3870","Pessac-Léognan 2014","France","Pessac-Léognan","Château Haut-Bailly",4.1,327,82.37,"tinto","2014"
"3871","Director's Cut Pinot Noir 2017","United States","Russian River Valley","Francis Ford Coppola",3.8,328,36.83,"tinto","2017"
"3872","Palpite Reserva 2016","Portugal","Alentejano","Fitapreta",4.2,328,18.52,"tinto","2016"
"3873","Tanca Farra Alghero 2015","Italy","Alghero","Sella & Mosca",3.8,328,15.23,"tinto","2015"
"3874","Baron de Charette Monopole Bourgogne Pinot Noir 2017","France","Bourgogne","Château de Dracy",3.7,328,15.5,"tinto","2017"
"3875","Dolcetto d’Alba 2017","Italy","Piemonte","Bruno Giacosa",3.8,329,15.42,"tinto","2017"
"3876","Saint-Julien (Grand Cru Classé) 2000","France","Saint-Julien","Château Langoa Barton",4.2,329,94.95,"tinto","2000"
"3877","Podere Montepulciano d'Abruzzo 2018","Italy","Montepulciano d'Abruzzo","Umani Ronchi",3.7,329,4.7,"tinto","2018"
"3878","Benchmark Shiraz 2018","Australia","South Australia","Grant Burge",3.3,329,6.95,"tinto","2018"
"3879","Pactio Toscana Rosso 2014","Italy","Toscana","Fertuna",3.4,329,9.65,"tinto","2014"
"3880","Margaux 2009","France","Margaux","Château Siran",3.9,329,22.37,"tinto","2009"
"3881","Haut-Médoc 2015","France","Haut-Médoc","Château Fontesteau",3.9,329,16.9,"tinto","2015"
"3882","Red Mountain 2016","United States","Red Mountain","Hedges Family Estate",4.1,329,39.79,"tinto","2016"
"3883","Ventoux 2017","France","Ventoux","Famille Perrin",3.5,329,7.45,"tinto","2017"
"3884","Ser Gioveto Toscana 2008","Italy","Toscana","Rocca delle Macìe",4.1,329,28.09,"tinto","2008"
"3885","Old Bush Vine Grenache (Samuel's Garden Collection) 2018","Australia","Barossa","Yalumba",3.8,329,17.5,"tinto","2018"
"3886","Atrium Merlot 2017","Spain","Penedès","Torres",4,329,11.99,"tinto","2017"
"3887","Rioja Tempranillo 2015","Spain","Rioja","Marqués de la Concordia",3.6,329,8.69,"tinto","2015"
"3888","Amarone della Valpolicella Conte di Valle Riserva 2011","Italy","Amarone della Valpolicella","Palazzo Maffei",4.1,329,49,"tinto","2011"
"3889","Malbec 2014","Argentina","Mendoza","Catena Alta",4.3,3295,44.62,"tinto","2014"
"3890","Wild Slopes CGM Red 2018","Chile","Aconcagua","Outer Limits",4,33,20.49,"tinto","2018"
"3891","Fossati Barolo 2015","Italy","Barolo","Enzo Boglietti",4,33,72.62,"tinto","2015"
"3892","Pannobile Red 2017","Austria","Burgenland","Paul Achs",3.8,33,26.81,"tinto","2017"
"3893","Gilusia Syrah 2018","Italy","Terre Siciliane","Tenuta Rapitalà",3.6,33,7.7,"tinto","2018"
"3894","Annonce Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Belair-Monange",3.9,33,60.44,"tinto","2016"
"3895","Le Retour Rouge 2015","France","Ventoux","Domaine Le Mur-Mur-Ium",3.7,33,8.57,"tinto","2015"
"3896","Châteauneuf-du-Pape 2001","France","Châteauneuf-du-Pape","Tardieu-Laurent",4.2,33,66.95,"tinto","2001"
"3897","The Hidden Syrah 2016","United States","Wahluke Slope","K Vintners",4.3,33,89.47,"tinto","2016"
"3898","Primitivo 2017","Italy","Primitivo di Manduria","Palazzo Malgara",3.7,33,8.11,"tinto","2017"
"3899","Crianza 2016","Spain","Rioja","Bodegas Aradon",3.8,33,6.7,"tinto","2016"
"3900","Tazzelenghe 2011","Italy","Colli Orientali del Friuli","Conte d'Attimis Maniago",4,33,24.01,"tinto","2011"
"3901","Fläscher Pinot Noir 2018","Switzerland","Graubünden","Hansruedi Adank",3.5,33,27.78,"tinto","2018"
"3902","Castrum 2014","Italy","Rosso Veronese","Paolo Cottini",4,33,25.9,"tinto","2014"
"3903","Zweigelt 2016","Austria","Burgenland","Claus Preisinger",3.7,33,30.73,"tinto","2016"
"3904","Sudisfà Roero Riserva 2016","Italy","Roero","Negro Angelo",4.2,33,32.9,"tinto","2016"
"3905","Rust Blaufränkisch Ried Mariental Trocken 2016","Austria","Burgenland","Ernst Triebaumer",4.3,33,56.95,"tinto","2016"
"3906","La Séductrice 2018","France","Malepère","La Louvière",3.7,33,14.89,"tinto","2018"
"3907","Cabernet Sauvignon - Merlot 2017","South Africa","Western Cape","Capaia",3.7,33,9.36,"tinto","2017"
"3908","Jock McPherson Cabernet Sauvignon 2018","Australia","South Eastern Australia","McPherson",3.7,33,7.6,"tinto","2018"
"3909","Merlot Private Reserve 2010","Chile","Maule Valley","Aromo",3.1,33,12.19,"tinto","2010"
"3910","Vougeot 1er Cru 'Les Petits Vougeots' 2013","France","Vougeot 1er Cru 'Les Petits Vougeots'","Hudelot-Noëllat",4.1,33,77.5,"tinto","2013"
"3911","Rotburger Im Fluss 2017","Austria","Burgenland","Weninger",3.8,33,8.24,"tinto","2017"
"3912","Côte-Rôtie 2005","France","Côte-Rôtie","Tardieu-Laurent",4.4,33,89.95,"tinto","2005"
"3913","Les Beaux Monts Vosne-Romanée 1er Cru 2013","France","Vosne-Romanée 1er Cru 'Les Beaux Monts'","Michel Noëllat",4.2,33,92.12,"tinto","2013"
"3914","Les Grézeaux Chinon 2018","France","Chinon","Bernard Baudry",3.7,33,17.06,"tinto","2018"
"3915","Cabernet Sauvignon 2016","South Africa","Stellenbosch","Zevenwacht",3.9,33,11.49,"tinto","2016"
"3916","Pomerol by Clinet 2016","France","Pomerol","Château Clinet",3.6,33,43.83,"tinto","2016"
"3917","Spätburgunder Trocken 2017","Germany","Mosel","Regnery",3.7,33,9.5,"tinto","2017"
"3918","Hereford Tinto 2018","Argentina","Mendoza","Bodegas la Rosa",3.2,33,5.16,"tinto","2018"
"3919","Marche Rosso 2015","Italy","Marche","Roberto Lucarelli",2.6,33,11.5,"tinto","2015"
"3920","Le Lac-aux-Cochons Cahors 2015","France","Cahors","Château Combel La Serre",3.7,33,28.47,"tinto","2015"
"3921","Asili Barbaresco 2014","Italy","Barbaresco","Cascina Luisin",3.7,33,38.5,"tinto","2014"
"3922","Ja-Mocha Pinotage 2018","South Africa","Western Cape","Simonsvlei",3.6,33,11.5,"tinto","2018"
"3923","Touriga Nacional 2015","Portugal","Alentejano","Cortes de Cima",4.2,33,34.12,"tinto","2015"
"3924","GG Eichberg Spätburgunder 2013","Germany","Baden","Salwey",3.9,33,36.5,"tinto","2013"
"3925","Touriga Nacional Alentejano 2017","Portugal","Alentejano","Terra d'Alter",3.8,33,7.45,"tinto","2017"
"3926","Château Marojallia Margaux 2015","France","Margaux","Domaines Philippe Porcheron",3.9,33,59.95,"tinto","2015"
"3927","Quetton Saint-Georges 2014","France","Saint-Georges d’Orques","Château de l'Engarran",4.3,33,21.5,"tinto","2014"
"3928","Barolo Castellero 2011","Italy","Barolo","Giacomo Fenocchio",4,33,34.82,"tinto","2011"
"3929","Sotanum 2007","France","Collines Rhodaniennes","Les Vins de Vienne - Cuilleron-Gaillard-Villard",4.3,33,38.01,"tinto","2007"
"3930","Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Le Ragnaie",4.3,33,57.72,"tinto","2015"
"3931","Blaufränkisch 2017","Austria","Burgenland","Umathum",3.6,33,10.93,"tinto","2017"
"3932","Winklerberg Spätburgunder GG 2011","Germany","Baden","Dr. Heger",4,33,55,"tinto","2011"
"3933","Les Bousselots Nuits-Saint-Georges 1er Cru 2013","France","Nuits-Saint-Georges Premier Cru","Domaine Robert Chevillon",4.3,33,86.62,"tinto","2013"
"3934","Pomerol 2016","France","Pomerol","Clos Plince",3.9,33,54.73,"tinto","2016"
"3935","Cabernet Sauvignon 2015","Italy","Colli Orientali del Friuli","Torre Rosazza",3.7,33,13.37,"tinto","2015"
"3936","Matilda Plains Cabernet - Shiraz 2017","Australia","Langhorne Creek","Bremerton",3.9,33,9.55,"tinto","2017"
"3937","Pinot Noir 2015","Austria","Niederösterreich","Loimer",3.6,33,13.8,"tinto","2015"
"3938","Vinhas Velhas Tinto 2017","Portugal","Alentejano","Quinta do Paral",4.6,33,29.99,"tinto","2017"
"3939","Cabernet Sauvignon 2015","Argentina","Mendoza","Terrazas de los Andes",3.7,33,20.19,"tinto","2015"
"3940","Gago G 2016","Spain","Toro","Telmo Rodriguez",3.8,33,16.95,"tinto","2016"
"3941","Raut Lagrein 2018","Italy","Südtirol - Alto Adige","Peter Zemmer",3.6,33,10.23,"tinto","2018"
"3942","Creative Block 5 2017","South Africa","Stellenbosch","Spier",3.9,33,16.95,"tinto","2017"
"3943","Assmannshäuser Höllenberg Spätburgunder Trocken 2016","Germany","Rheingau","Allendorf",3,33,31.53,"tinto","2016"
"3944","Parel Vallei Farmstead Merlot 2012","South Africa","Stellenbosch","Cape of Good Hope",4.2,33,33.89,"tinto","2012"
"3945","Shiraz 2019","Chile","Central Valley","Antares",3.2,33,5.43,"tinto","2019"
"3946","Chianti Classico Bellezza Gran Selezione 2015","Italy","Chianti Classico","Castello di Gabbiano",4,33,31.57,"tinto","2015"
"3947","Son P Negre 2017","Spain","Mallorca","Es Fangar",3.8,33,15.99,"tinto","2017"
